company_name,product_owner,company_address,phone_number,fax,type,email,representative,landline_number,mst,product
CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ - Y TẾ ĐỊNH GIANG,,"203/7 Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hung.digimed@gmail.com,Hà Việt Phong,0937496868,0302422840,Ống mở khí quản nhiều kích thước và phụ kiện
CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ - Y TẾ ĐỊNH GIANG,,"203/7 Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,hung.digimed@gmail.com,Hà Việt Phong,0937496868,0302422840,Hệ thống Holter theo dõi điện tim
CÔNG TY CỔ PHẦN THIẾT BỊ SISC VIỆT NAM,,"Tòa nhà SISC, Số 63-65-67-69-71 Đường Láng Hạ, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@sisc.com.vn,Hoàng Anh Tuấn,02439380045,0100411564,Bộ IVD xét nghiệm định tính IGFBP-1
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI AN HÒA,,"Tổ dân phố Phượng, Phường Tây Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thuyntt.anhoa@gmail.com,Nguyễn Văn Phi,02438682999,0106644389,Tủ ấm CO2
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,"Cụm IVD xét nghiệm hormone: Pepsinogen I, Pepsinogen II"
CÔNG TY TNHH STV TECHNOLOGY,,"Tầng 7, B3, B4, B5 Khu đấu giá QSD đất Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tranmy.vnpp@gmail.com,Dương Thị Phương,0942347458,0104739620,"Cụm IVD xét nghiệm chuyển hóa thận: Aldosterone (ALD), Cortisol, NGAL, Renin"
CÔNG TY TNHH SIMAI VIỆT NAM,,"Số 28 đường số 37, khu phố 5, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,simaivietnam@gmail.com,Nguyễn Anh Tiến,0904013998,0317576508,Hệ thống máy hút khói trong phẫu thuật nội soi và phụ kiện đi kèm
CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI ĐẠI THÀNH PHÁT,,"Tầng 5, nhà số 26, ngõ 1, đường Đồng Me, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thanhphat0107865260@gmail.com,Trần Văn Huỳnh,0988454418,0107865260,Máy Laser CO2 fractional điều trị da
CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG ANH,,"Số 57 Ngõ 3 Thôn 6, Xã Song Phương, Huyện Hoài Đức, Thành Phố Hà Nội, Xã Song Phương, Huyện Hoài Đức, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,truonganh.vietnam.info@gmail.com,Nguyễn Vân Anh,0981888575,0110214565,Bộ bơm bóng áp lực dùng trong can thiệp mạch máu
CÔNG TY TNHH XUẤT NHẬP KHẨU VẬT TƯ KHOA HỌC QUỐC TẾ,,"BT1B-A312, Khu đô thị Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vattukhoahocquocte@gmail.com,TUYỂN QUANG HÙNG,0988685856,0107469877,Tủ lạnh âm sâu
CÔNG TY CỔ PHẦN ĐẦU TƯ THIẾT BỊ Y TẾ AN VIỆT,,"Tầng 6, tòa nhà 97-99 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,huyenle@anvietmedical.com.vn,Tô Thị Tuyết,0912589777,0102707239,Máy siêu âm chẩn đoán
CÔNG TY TNHH SXSP – VIỆN NGHIÊN CỨU PHÁT TRIỂN DƯỢC VÀ MỸ PHẨM,,"Khu dịch vụ Xala, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congtysxsp.viendmp@gmail.com,Vũ Anh Tuấn,0862125025,0109851295,PHỤ KHOA ZIN
CÔNG TY TNHH ỨNG DỤNG TINH HOA Y HỌC DÂN TỘC,,"Nhà 10 ngách 15, ngõ 299 Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vienyhdthn@gmail.com,HOÀNG VĂN TUẤN,0936763383,0109936206,BỘT RẮC VẾT THƯƠNG
CÔNG TY TNHH THIẾT BỊ Y TẾ PHÚC THỌ,,"Số 45, dãy A1, khu tập thể Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phucthoequipco@gmail.com,Nguyễn Thị Gấm,0981651963,0110091514,Vật liệu hiệu chuẩn kiểm chuẩn dùng cho máy xét nghiệm sinh hóa
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Dây truyền dịch
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Dây nối bơm tiêm điện
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Chạc ba tiêm
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Xông dạ dày
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Ống thông tiểu
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Dây truyền máu
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Xông hút dịch
CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHƯƠNG ĐÔNG,,"Số nhà A8, TT7, khu đô thị Văn Quán, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,orient.vnn@gmail.com,NGHIÊM THỊ THANH VÂN,02432009985,0104852457,Kim luồn tĩnh mạch
CÔNG TY CỔ PHẦN Y TẾ NHẤT MINH,,"Số 56/306 Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thau1@nhatminhmedical.com.vn,Lê Quang Vinh,0903227172,0101687741,Dụng cụ lắp đặt thủy tinh thể Unfolder
CÔNG TY TNHH THIẾT BỊ Y TẾ PHÚC THỌ,,"Số 45, dãy A1, khu tập thể Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phucthoequipco@gmail.com,Nguyễn Thị Gấm,0981651963,0110091514,Họ thuốc thử IVD dùng cho máy xét nghiệm sinh hóa
CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM QUỐC TẾ AN DƯƠNG- VN,,"Số 31 Phùng Chí Kiên, Phường Tân Bình, Hải Dương, Tỉnh Hải Dương",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,anduongvn.pharma@gmail.com,VŨ THỊ THẢO,0973711269,0801178669, GEL PHỤ KHOA
CÔNG TY TNHH BỆNH VIỆN THẨM MỸ Á ÂU,,"32D Thủ Khoa Huân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,aauhopistal@gmail.com,HOÀNG TRỌNG TRÍ,02838241285,0315069580,Máy điều trị bằng liệu pháp ozone
CÔNG TY TNHH BỆNH VIỆN THẨM MỸ Á ÂU,,"32D Thủ Khoa Huân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,aauhopistal@gmail.com,HOÀNG TRỌNG TRÍ,02838241285,0315069580,Bộ dây truyền khí dùng một lần
CÔNG TY TNHH THIẾT BỊ VÀ DỤNG CỤ Y TẾ HIẾU DŨNG,,"Số 3, ngõ 54, phố Bùi Xương Trạch, phường Khương Đình, quận Thanh Xuân, thành phố Hà Nội,, Phường Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nguyenanhien@gmail.com,Nguyễn An Hiển,0913219957,0101483716,"MÁY KHOAN, CƯA XƯƠNG CÁC CHUYÊN KHOA PHẪU THUẬT"
CÔNG TY CỔ PHẨN CÔNG NGHỆ SINH HỌC THỤY AN,,"253/14 Hà Huy Giáp, Khu Phố 3B, Phường Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thuyanmed@gmail.com,Liang Wen Chang,0938082378,0304728672,Dung dịch làm sạch và khử trùng quả lọc thận nhân tạo
CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ DỊCH VỤ HỢP LỰC,,"114/15/50B Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,locdinh@hoplucbiz.com,Đinh Xuân lộc,02866540889,0309902229,Bơm truyền cơ học đàn hồi dùng một lần
CÔNG TY TNHH CHAMPION DENTAL,,"Số 172 Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,thaodo.airseaglobal@gmail.com,Đặng Thị Trà My,0368874718,0315974366,Hệ thống cấy ghép implant
CÔNG TY TNHH FUJIFILM VIỆT NAM,,"Lầu 30, Tòa nhà Saigon Trade Center, số 37 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,dinhhaianh925@gmail.com,MOROTA MAMORU,028-39390847,0311169111,Hệ thống chụp cộng hưởng từ
CÔNG TY CỔ PHẦN ĐẦU TƯ SỨC KHỎE VÀ THẨM MỸ H&A,,"Số 49/8 ngõ 294 Đội Cấn, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phuocntm@hagroup.vn,Đặng Quốc Tuấn,0983670036,0106622353,Máy điều trị da
CÔNG TY CỔ PHẦN Y DƯỢC BẮC NAM,,"P502, B5 DA khu nhà ở TT, Lô A, ô đất 1.14HH Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@yduocbacnam.vn,Phạm Văn Tiến,0987642999,0109073165,Kim tiêm sử dụng một lần
CÔNG TY CỔ PHẦN Y DƯỢC BẮC NAM,,"P502, B5 DA khu nhà ở TT, Lô A, ô đất 1.14HH Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@yduocbacnam.vn,Phạm Văn Tiến,0987642999,0109073165,Bơm kim tiêm Insulin sử dụng một lần
CÔNG TY TNHH THÀNH PHƯƠNG,,"13/13 Lạc Long Quân, phường 9, Quận Tân Bình, Phường 09, Quận Tân Bình, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,tpc9813@gmail.com,Nguyễn Ngọc Phương,0989110449,0304269813,"Các loại tay cầm dùng cho cắt đốt u xơ  bằng laser, đơn cực, lưỡng cực - chủ động và thụ động"
CÔNG TY CỔ PHẦN ĐẦU TƯ SỨC KHỎE VÀ THẨM MỸ H&A,,"Số 49/8 ngõ 294 Đội Cấn, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,phuocntm@hagroup.vn,Đặng Quốc Tuấn,0983670036,0106622353,Máy điều trị da
VPĐD KARL STORZ SE & CO. KG TẠI TP.HCM,,"Phòng 1402, lầu 14, 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ngan.nguyen@karlstorz.com,NGUYỄN TRẦN KHÁNH NGÂN,+84 28 38 238 038,0304646765,Dụng cụ phẫu thuật nội soi Tai-Mũi-Họng có kênh hút
CÔNG TY TNHH B. BRAUN VIỆT NAM,,"Cụm Công Nghiệp Thanh Oai, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra.vn@bbraun.com,Torben Minko,02433571616,0100114064,Dây cưa sọ
CÔNG TY TNHH B. BRAUN VIỆT NAM,,"Cụm Công Nghiệp Thanh Oai, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra.vn@bbraun.com,Torben Minko,02433571616,0100114064,Mũi khoan
CÔNG TY TNHH B. BRAUN VIỆT NAM,,"Cụm Công Nghiệp Thanh Oai, Xã Bích Hòa, Huyện Thanh Oai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ra.vn@bbraun.com,Torben Minko,02433571616,0100114064,Tay khoan mài vi phẫu thẳng 
CÔNG TY TNHH ANDAMAN MEDICAL VIỆT NAM,,"Tầng 12, Tòa nhà Viettel, 285 Cách Mạng Tháng Tám, Phường 12, Quận 10, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,nhi@andamanmed.com,Nguyễn Thị Hằng Nhi,02873065005,0314575640,Gạc cầm máu vô trùng có cản quang
CÔNG TY TNHH CUNG ỨNG NHA KHOA THÀNH CÔNG,,"Số 4, ngõ 254 đường Tam Trinh, Tổ 22, Phường Yên Sở, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,ktthanhcongdental@gmail.com,Đào Việt Hưng,0961881315,0109284462,Phôi sứ nha khoa
CÔNG TY TNHH MỘT THÀNH VIÊN TM VÀ DV NỤ CƯỜI VIỆT,,"201/73 nguyễn xí, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vietsmileco@yahoo.com.vn,NGUYỄN HỒ KHÔNG ĐỊNH,0909630357,0305506961,VẬT LIỆU GẮN RĂNG
CÔNG TY CỔ PHẦN DƯỢC PHẨM ĐĂNG KHOA,,"12Q2 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,minhhai.pham@dkpharma.com.vn,Nguyễn Thị Bích Ngọc,0838389898,0309444748,BỘ TRỢ CỤ SERF
CÔNG TY TNHH DỊCH VỤ TỔNG HỢP MEDAZ VIỆT NAM,,"Số 66B, Đường Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,doanvanthuyet@medaz.vn,Đoàn Văn Thuyết,0942754699,0106598862,Bộ xét nghiệm bán định lượng tyrosine trong nước tiểu 
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VIỆT TUẤN,,"Số 51, ngõ 228 đường Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,info@vitradimex.com,Hà Sơn Bình,02436416213,0101509837,Họ vật liệu kiểm soát xét nghiệm định lượng 22 thông số huyết học
CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ VIỆT HÀN,,"Tổ 11, Phường Yên Nghĩa, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,purchasing.viethan@gmail.com,ĐỖ VĂN ĐIỆP,0975624289,0106228999,Máy siêu âm chẩn đoán kỹ thuật số
CÔNG TY CỔ PHẦN GENMEDIC VIỆT NAM,,"Số 7 - Dãy 6 khu giãn dân Yên Phúc, Tổ 5, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,congbogenmedic@gmail.com,Trương Thị Thảo,0347294083,0109189138,Hóa chất huyết học 
CÔNG TY TNHH ESCO VIỆT NAM,,"Tầng 2 tòa nhà Dream Home Center, 282 Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,vietnam@escolifesciences.com,LOW YAE FOONG,02462691460,0105641089,Tủ ấm nhiều ngăn dùng cho IVF
CÔNG TY TNHH BLUEWAVE,,"Số 1A ngõ 532/2 Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,bluewave76699@gmail.com,Nguyễn Văn Bền,0984677570,0107096600,Máy trợ thính và phụ kiện
CÔNG TY TNHH SUPERWELL TECHNOLOGY VIỆT NAM,,"Tầng 16, Toà nhà Nam Cường Building, Khu đô thị Dương Nội, Km4 Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,lenga@superwellvn.com,YU CHENG LIAN,0399395841,0109036903,"Cụm IVD Các dấu ấn Ung thư: tPSA, AFP, CEA"
CÔNG TY TNHH SUPERWELL TECHNOLOGY VIỆT NAM,,"Tầng 16, Toà nhà Nam Cường Building, Khu đô thị Dương Nội, Km4 Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,lenga@superwellvn.com,YU CHENG LIAN,0399395841,0109036903,BƠM TIÊM TỰ KHÓA SỬ DỤNG MỘT LẦN
CÔNG TY TNHH THƯƠNG MẠI AT&T,,"LK11-21, KHU ĐÔ THỊ MỚI AN HƯNG, PHƯỜNG DƯƠNG NỘI, QUẬN HÀ ĐÔNG, THÀNH PHỐ HÀ NỘI, Phường Dương Nội, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,att@ivf-att.com.vn,NGUYỄN HẢI ANH,02462926488,0101261343,"Kim giữ trứng có đầu nhọn, góc 35º"
CÔNG TY TNHH THƯƠNG MẠI AT&T,,"LK11-21, KHU ĐÔ THỊ MỚI AN HƯNG, PHƯỜNG DƯƠNG NỘI, QUẬN HÀ ĐÔNG, THÀNH PHỐ HÀ NỘI, Phường Dương Nội, Quận Hà Đông, Thành phố Hà Nội",,,Công bố tiêu chuẩn áp dụng đối với trang thiết bị y tế loại B,att@ivf-att.com.vn,NGUYỄN HẢI ANH,02462926488,0101261343,"Kim ICSI có đầu nhọn, góc 35º "
