address,link_face,link_twitter,listed_in,name,phone,url,web
"40 W Gay St, Columbus, OH 43215",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,OHIO,Juvly Aesthetics Med Spa – Columbus, 800-254-0188,https://www.spaindex.com/listings/juvly-aesthetics-columbus/,https://spaindex.link/JuvlyAesthetics
"1521 Pearl St Boulder, CO 80302",https://facebook.com/TheDragontree,https://twitter.com/%20Dragontreespa,COLORADO,Dragon Tree Holistic Day Spa – Boulder,(303) 219-1444,https://www.spaindex.com/listings/dragon-tree-holistic-day-spa-boulder/,www.thedragontree.com/
"331 W 4th St, Cincinnati, OH 45202",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,OHIO,Juvly Aesthetics Med Spa – Cincinnati, 800-254-0188,https://www.spaindex.com/listings/juvly-aesthetics-cincinnati/,https://spaindex.link/JuvlyAesthetics
"709 East 6th Street, Glenwood Springs, CO 81601, USA",,,COLORADO,Yampah Hot Springs and Vapor Caves – Colorado,970-945-0667,https://www.spaindex.com/listings/yampah-hot-springs-co/,www.yampahspa.com
"3950 South Las Vegas Boulevard, Las Vegas, NV 89119, USA",https://facebook.com/mandalaybay,https://twitter.com/MandalayBay,"NEVADA, May 6, 2013",Mandalay Bay Resort Casino & Spa – Las Vegas,877-632-7800,https://www.spaindex.com/listings/mandalay-bay-resort-casino-spa-las-vegas/,www.mandalaybay.com
"9777 South Las Vegas Boulevard, Las Vegas, NV 89183, USA",https://facebook.com/southpointlv,https://twitter.com/southpointlv,NEVADA,South Point Hotel Casino & Spa – Las Vegas,Spa (702)-797-8030    Hotel (702)-796-7111,https://www.spaindex.com/listings/south-point-hotel-casino-spa-las-vegas/,www.southpointcasino.com
"9 St. James Place Totowa, NJ 07512",https://facebook.com/spablunj,,NEW JERSEY,Spa Blu – Totowa,973-925-5877,https://www.spaindex.com/listings/spa-blu-totowa/,spablunj.com/
"458 Brooks Lake Road Dubois, WY 82513-9731",https://facebook.com/brookslake.lodge,,WYOMING,Brooks Lake Lodge & Spa,866-213-4022,https://www.spaindex.com/listings/brooks-lake-lodge-spa/,www.brookslake.com
"940 Resort Dr, Roanoke, WV 26447",https://facebook.com/stonewallresort,https://twitter.com/stonewallresort,WEST VIRGINIA,Stonewall Resort – State Park,(304) 269-7400 ,https://www.spaindex.com/listings/stonewall-resort-wv/,www.stonewallresort.com
"6101 Chapel Hill Blvd, Plano, TX 75093",https://facebook.com/HiatusSpa,https://twitter.com/HiatusSpa,TEXAS,Hiatus Spa Retreat – Plano,972-836-0500,https://www.spaindex.com/listings/hiatus-spa-retreat-plano/,spaindex.link/HiatusSpas
"312 Pearl Parkway, Building 4, Suite 4112, San Antonio, TX 78215",https://facebook.com/HiatusSpaSanAntonio,https://twitter.com/HiatusSpa,TEXAS,Hiatus Spa Retreat – San Antonio,210-202-3355,https://www.spaindex.com/listings/hiatus-spa-retreat-san-antonio/,spaindex.link/HiatusSpas
"5740 San Felipe Street, Houston, TX 77057",https://facebook.com/HiatusSpaHouston,https://twitter.com/HiatusSpa,TEXAS,Hiatus Spa Retreat – Houston,713-470-0990,https://www.spaindex.com/listings/hiatus-spa-retreat-houston/,spaindex.link/HiatusSpas
"2500 E 2nd St, Reno, NV 89595",https://facebook.com/grandsierraresort,https://twitter.com/grandsierra,NEVADA,Grand Sierra Resort Casino Spa – Reno,775-789-2000,https://www.spaindex.com/listings/grand-sierra-resort-casino-spa-reno/,grandsierraresort.com/
"5560 West Lovers Lane, Dallas, TX 75209",https://facebook.com/HiatusSpa,https://twitter.com/HiatusSpa,TEXAS,Hiatus Spa Retreat – Dallas,214-352-4111,https://www.spaindex.com/listings/hiatus-spa-retreat-dallas/,spaindex.link/HiatusSpas
"62964 Little Panoche Road, Firebaugh, CA 93622",https://facebook.com/MerceyHotSprings,https://twitter.com/merceyhotspring,"CALIFORNIA, Central California",Mercey Hot Springs – Fresno,(209) 826-3388,https://www.spaindex.com/listings/mercey-hot-springs/,www.merceyhotsprings.com/
"101 MGM National Avenue Oxon Hill, MD 20745",https://facebook.com/MGMNationalHarbor,https://twitter.com/mgmnatlharbor,"MARYLAND, WASHINGTON, DC",MGM – National Harbor,(844) 346-4664,https://www.spaindex.com/listings/mgm-national-harbor/,https://spaindex.link/MGMNationalHarbor
"635 N 1st St, San Jose, CA 95112",https://facebook.com/alquimiamedspa,,"CALIFORNIA, Central California",Alquimia Med Spa – San Jose,(408) 477-2072,https://www.spaindex.com/listings/alquimia-med-spa-san-jose/,spaindex.link/AlquimiaMedSpa
"528 Montchanin Road, Wilmington, DE 19807, USA",https://facebook.com/InnatMontchanin,,DELAWARE,Inn and Spa at Montchanin Village – Wilmington,(302) 888-2133,https://www.spaindex.com/listings/inn-and-spa-at-montchanin-village-delaware/,www.montchanin.com
"1611 West 5th Street, Austin, TX 78703",https://facebook.com/HiatusSpaAustin,https://twitter.com/hiatusspaaustin,TEXAS,Hiatus Spa Retreat – Austin,512-362-5777,https://www.spaindex.com/listings/hiatus-spa-retreat-austin/,spaindex.link/HiatusSpas
"190 Top of the Rock Road, Ridgedale, MO 65739",https://facebook.com/BigCedarLodge,https://twitter.com/bigcedarlodge,MISSOURI,Big Cedar Lodge & Spa – Branson,,https://www.spaindex.com/listings/big-cedar-lodge-branson/,www.big-cedar.com
"1201 Broad Street, Chattanooga, TN 37402",https://facebook.com/chattanooganhotel,https://twitter.com/thechattanoogan,TENNESSEE,Chattanoogan Hotel & Spa – Chattanooga,(423) 756-3400,https://www.spaindex.com/listings/chattanoogan-hotel/,spaindex.link/ChattanooganHotel
"52068 Co Rd 38, Dolores, CO 81323",https://facebook.com/duntonhotspringscolorado,https://twitter.com/duntonhotspring,COLORADO,Dunton Hot Springs Resort – Dolores,800-882-4800,https://www.spaindex.com/listings/dunton-hot-springs-resort/,https://spaindex.link/DuntonHotSprings
"1330 Maryland Avenue Southwest, Washington, DC 20024, USA",https://facebook.com/MandarinOrientalWashingtonDC,https://twitter.com/MO_WASHINGTONDC,"WASHINGTON, DC, February 26, 2014",Mandarin Oriental Washington DC,(202) 554-8588,https://www.spaindex.com/listings/mandarin-oriental-washington-dc/,www.mandarinoriental.com/washington
"101 W Main St, White Sulphur Springs, WV 24986",https://facebook.com/TheGreenbrier,https://twitter.com/The_Greenbrier,WEST VIRGINIA,Greenbrier Resort – White Sulfur Springs,(855) 453-4858,https://www.spaindex.com/listings/greenbrier-resort/,www.greenbrier.com/
"100 Rue Charlemagne Drive, Braselton, GA 30517, USA",https://facebook.com/chateauelan,https://twitter.com/Chateau%20Elan,"GEORGIA, May 6, 2013",Chateau Elan Inn and Spa – Atlanta,678/425-6064 or 800/233-WINE (9463) ,https://www.spaindex.com/listings/chateau-elan-ga/,https://www.chateauelan.com/
"Mount View Road, Whitefield, NH 03598, USA",https://facebook.com/mountainviewgrand,https://twitter.com/MtnViewGrandNH,NEW HAMPSHIRE,Mountain View Grand Resort and Spa – Whitefield,(855) 837-2100,https://www.spaindex.com/listings/mountain-view-grand-resort-new-hampshire/,https://www.mountainviewgrand.com/
"2721-2761 Sylvan Road, Nebraska City, NE 68410, USA",https://facebook.com/LiedLodgeConferenceCenter,,NEBRASKA,Lied Lodge & Conference Center – Nebraska City,800-546-5433,https://www.spaindex.com/listings/lied-lodge-conference-center-nebraska/,www.liedlodge.org
"Highway 61 • Tofte, MN 55615",https://facebook.com/bluefinbay,https://twitter.com/Bluefin_Bay,MINNESOTA,Surfside on Lake Superior – Minnesota Lakes,877-361-SURF ,https://www.spaindex.com/listings/surfside-on-lake-superior-minn/,https://www.bluefinbay.com/
"777 Deer Springs Road, San Marcos, CA 92069, USA",https://facebook.com/Goldendoorspa,https://twitter.com/GoldenDoorSpa,"CALIFORNIA, Southern California",Golden Door Spa – Escondido,(800) 424-0777,https://www.spaindex.com/listings/golden-door-spa/,spaindex.link/GoldenDoorSpa
"1535 East Butte Road, Jackson, WY 83001, USA",https://facebook.com/AmanganiHotel,https://twitter.com/Amanresorts,WYOMING,Amangani Resort – Jackson,877 734 7333,https://www.spaindex.com/listings/amangani-resort/,spaindex.link/Amangani
"6705 Pocahontas Trail, White Sulphur Springs, WV 24986",https://facebook.com/the-Salt-Cave-and-Spa-574739329215466/,,WEST VIRGINIA,Pomona Salt Cave & Spa – White Sulphur Springs,304-536-2222,https://www.spaindex.com/listings/salt-cave-spa-wv/,www.thesaltcaveandspa.com/
"75 Skyterra Way Pisgah Forest, NC 28768",,,NORTH CAROLINA,Skyterra Wellness Retreat – Pisgah Forest,828-457-8610,https://www.spaindex.com/listings/skyterra-wellness-retreat-weight-loss-spa/,https://spaindex.link/SkyterraNC
" 79 Carriage House Lane, Philipsburg, Montana 59858",https://facebook.com/theranchatrockcreek,https://twitter.com/RockCreekRanch,MONTANA,The Ranch at Rock Creek – Montana,(406) 859-6027,https://www.spaindex.com/listings/ranch-rock-creek-montana/,https://www.theranchatrockcreek.com/
"101 Osthoff Avenue, Elkhart Lake, WI 53020, USA",https://facebook.com/osthoffresort,https://twitter.com/OsthoffResort,WISCONSIN,Osthoff Resort and Spa – Elkhart Lake,1-800-876-3399 or 920-876-3366,https://www.spaindex.com/listings/osthoff-resort-and-spa-elkhart/,https://www.osthoff.com/
"37220 Mule Train Road Carefree, AZ 85377",https://facebook.com/CIVANAresort,https://twitter.com/CIVANAResort,ARIZONA,Civana Wellness Resort – Scottsdale,877 946 3998,https://www.spaindex.com/listings/civana-resort-scottsdale/,https://spaindex.link/Civana
"33000 Cape Kiwanda Drive,  Pacific City, OR 97135",https://facebook.com/headlandslodge,,OREGON,Headlands Coastal Lodge & Spa – Oregon Coast,503-483-3000,https://www.spaindex.com/listings/headlands-coastal-lodge-spa-oregon/,https://www.headlandslodge.com/
"14 Valencia Road, Hilton Head Island, SC 29928",https://facebook.com/theindigospa,,"SOUTH CAROLINA, Hilton Head Health",Indigo Spa – Hilton Head Island,843-715-8970,https://www.spaindex.com/listings/indigo-spa-hilton-head/,https://spaindex.link/IndigoSpaHiltonHead
New Mexico,,,"NEW MEXICO, USA",New Mexico Salt Spas and Salt Caves,,https://www.spaindex.com/listings/new-mexico-salt-spas/,
"3600 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",https://facebook.com/bellagiolasvegas,https://twitter.com/Bellagio,NEVADA,Bellagio Las Vegas,888.987.6667 ,https://www.spaindex.com/listings/bellagio-las-vegas/,www.bellagio.com/
"37 Beach Avenue, Kennebunk, ME 04043, USA",,,MAINE,White Barn Inn & Spa – Kennebunk,,https://www.spaindex.com/listings/white-barn-inn-kennebunk/,https://aubergeresorts.com/whitebarninn/
"1120 Polaris Pkwy, 202, Columbus, OH 43240",https://facebook.com/juvlyaesthetics,https://twitter.com/JuvlyAesthetics,OHIO,Juvly Aesthetics Med Spa – Polaris Columbus, 800-254-0188,https://www.spaindex.com/listings/juvly-aesthetics-polaris/,https://spaindex.link/JuvlyAesthetics
"125 Summit Blvd, Birmingham, Alabama 35243",https://facebook.com/WoodhouseBHAM,https://twitter.com/bhamSpa,ALABAMA,Woodhouse Day Spa – Birmingham,205-905-7676,https://www.spaindex.com/listings/woodhouse-day-spa-birmingham/,https://birmingham.woodhousespas.com/
"11011 West Charleston Boulevard, Las Vegas, NV 89135, USA",https://facebook.com/RedRock,https://twitter.com/redrockcasino,NEVADA,Red Rock Casino Resort and Spa – Las Vegas,702-797-7777,https://www.spaindex.com/listings/red-rock-casino-resort-and-spa-las-vegas/,https://www.redrockresort.com/?SpaIndex.com
"222 West Main Street, Carmel, Indiana 46032",,,INDIANA,Kurr Aesthetics and Med Spa – Carmel,317-706-1222,https://www.spaindex.com/listings/kurr-aesthetics-and-med-spa/,https://kurrmedspa.com/
"3636 Yellow Creek Road, Akron, OH 44333, USA",https://facebook.com/yellowcreekspa,https://twitter.com/yellowcreekspa,OHIO,Spa at Yellow Creek – Akron,330-665-2555 ,https://www.spaindex.com/listings/spa-at-yellow-creek-akron/,https://www.yellowcreekspa.com
"20400 Lorain Road, Fairview Park, OH 44126, USA",,,OHIO,PJ’s Day Spa and Salon – Cleveland,440-333-1244,https://www.spaindex.com/listings/pjs-day-spa-cleveland/,pjsdayspa.com
,,,,,,https://www.spaindex.com/listings/tag/detroit-metro-spas/,
"3343 Saint Croix Trail South, Saint Croix Creative, Inc., Afton, MN 55001, USA",https://facebook.com/TheCallaLilyDaySpa,,"MINNESOTA, USA, May 6, 2013",Calla Lily Day Spa – Afton,651-436-4636,https://www.spaindex.com/listings/calla-lily-day-spa/,https://thecallalily.com/
"19647 Solar Circle Suite B 101 Parker, CO 80134",https://facebook.com/theStudiomedspa,,COLORADO,Studio Med Spa – Parker,720-535-8059,https://www.spaindex.com/listings/studio-med-spa-parker/,https://thestudiomedspa.com/
"6256 Topanga Canyon Blvd Woodland Hills, CA 91367",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – Woodland Hills,818-200-0260,https://www.spaindex.com/listings/burke-williams-woodland-hills/,https://spaindex.link/BurkeWilliamsSpas
"1358 4th Street, Santa Monica, CA 90401, USA",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – Santa Monica,310-587-3366,https://www.spaindex.com/listings/burke-williams-day-spa-santa-monica/,https://spaindex.link/BurkeWilliamsSpas
,,,,,,https://www.spaindex.com/listings/tag/greater-houston/,
,,,,,,https://www.spaindex.com/listings/tag/greater-miami-spas/,
"27741 Crown Valley Parkway #211, Mission Viejo, CA 92691, USA",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – Mission Viejo,949-367-9717,https://www.spaindex.com/listings/burke-williams-day-spa-mission-viejo/,https://spaindex.link/BurkeWilliamsSpas
,,,,,,https://www.spaindex.com/listings/tag/greater-atlanta/,
"20 City Boulevard West, The Outlets at Orange, Orange, CA 92868, USA",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – Orange,714-769-1360,https://www.spaindex.com/listings/burke-williams-day-spa-orange/,https://spaindex.link/BurkeWilliamsSpas
"2733 Pacific Coast Highway, Airport Plaza Shopping Center, Torrance, CA 90505, USA",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – Torrance,310-803-5550,https://www.spaindex.com/listings/burke-williams-day-spa-torrance/,https://spaindex.link/BurkeWilliamsSpas
"15301 Ventura Boulevard, Sherman Oaks, CA 91403",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – Sherman Oaks,818-789-3339,https://www.spaindex.com/listings/burke-williams-sherman-oaks/,https://spaindex.link/BurkeWilliamsSpas
"39 Mills Place, Pasadena, CA 91105, USA",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – Pasadena,626-440-1222,https://www.spaindex.com/listings/burke-williams-day-spa-pasadena/,https://spaindex.link/BurkeWilliamsSpas
"925 N. La Brea Ave Hollywood, CA 90038",https://facebook.com/BurkeWilliamsSpa,https://twitter.com/burke_williams,"CALIFORNIA, Southern California",Burke Williams Day Spa – W Hollywood,323-822-9007,https://www.spaindex.com/listings/burke-williams-day-spa-hollywood/,https://spaindex.link/BurkeWilliamsSpas
"203 Ridgely Avenue, Annapolis, MD 21401, USA",https://facebook.com/RidgelyRetreat,,MARYLAND,Ridgely Retreat – Annapolis,443-433-0462,https://www.spaindex.com/listings/ridgely-retreat-md/,https://www.ridgelyretreat.com/
"1314 Main Chapel Way, Gambrills, MD 21054, USA",https://facebook.com/RobertAndrewSalonSpa,https://twitter.com/RAbeauty,"MARYLAND, May 6, 2013",Robert Andrew Salon and Medical Spa – Gambrills,410-721-3533,https://www.spaindex.com/listings/robert-andrew-gaithersburg/,https://www.robertandrew.com/
"2160 East Joppa Road #102, Parkville, MD 21234, USA",https://facebook.com/vitawellnesspa,https://twitter.com/vitaRevive,MARYLAND,Vita Revive Organic Wellness Spa – Parkville,410-513-7069,https://www.spaindex.com/listings/vita-revive-organic-wellness-spa-parkville/,https://www.vitarevive.com/
"12638 Ocean Gateway Village Ocean City, MD 21842",https://facebook.com/apfdayspa,,MARYLAND,A Perfect Face Day Spa – Ocean City,410-213-9883,https://www.spaindex.com/listings/a-perfect-face-day-spa-ocean-city/,https://www.aperfectface.com/
"1910 Towne Center Blvd., Suite 203, Annapolis, MD 21401",https://facebook.com/aboutfacesdayspa,https://twitter.com/aboutfacesday,MARYLAND,About Faces Day Spa and Salon – Annapolis,410-224-4110,https://www.spaindex.com/listings/about-faces-day-spa-and-salon-annapolis/,https://aboutfacesdayspa.com/
"894 Kenilworth Drive Towson, MD 21204",https://facebook.com/aboutfacesdayspa,https://twitter.com/aboutfacesday,MARYLAND,About Faces Day Spa and Salon – Towson,410-828-8666,https://www.spaindex.com/listings/about-faces-day-spa-and-salon-towson/,https://aboutfacesdayspa.com/
"1501 South Clinton Street 3rd Floor Baltimore, Maryland 21224",https://facebook.com/aboutfacesdayspa,https://twitter.com/aboutfacesday,MARYLAND,About Faces Day Spa and Salon – Baltimore,410-675-0099,https://www.spaindex.com/listings/about-faces-day-spa-and-salon-canton/,https://aboutfacesdayspa.com/
"211 North Boulevard Salisbury, MD 21801",https://facebook.com/aboutfacesdayspa,https://twitter.com/aboutfacesday,MARYLAND,About Faces Day Spa and Salon – Salisbury,410-543-8100,https://www.spaindex.com/listings/about-faces-day-spa-and-salon-salisbury/,https://aboutfacesdayspa.com/
"1809 Reisterstown Road, Baltimore, MD 21208, USA",https://facebook.com/aboutfacesdayspa,https://twitter.com/aboutfacesday,MARYLAND,About Faces Day Spa and Salon – Pikesville,(410) 602-0888,https://www.spaindex.com/listings/about-faces-day-spa-and-salon-pikesville/,https://aboutfacesdayspa.com/
"110 West Timonium Road, Timonium, MD 21093",https://facebook.com/aboutfacesdayspa,https://twitter.com/aboutfacesday,MARYLAND,About Faces Day Spa and Salon – Timonium,410-560-6600,https://www.spaindex.com/listings/about-faces-day-spa-and-salon-timonium/,https://aboutfacesdayspa.com/
"68 Stony Hill Road, Bethel, CT 06801, USA",https://facebook.com/aNewBeginningSalon,https://twitter.com/anbsalonspa,CONNECTICUT,A New Beginning Aveda Salon and Spa – Bethel,203-743-9795,https://www.spaindex.com/listings/new-beginning-aveda-salon-bethel/,www.anbsalonspa.com
